개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3180000,3.18E+17,2018-09-19,,3,폐업,2,폐업,2023-07-07,,,,02-2634-5700,37.62,,서울특별시 영등포구 문래동6가 5-2 문래 아카데미,"서울특별시 영등포구 선유로 59, 문래 아카데미빌딩 1층 103호 (문래동6가)",7281,부부정육점,2023-07-10 16:04,U,03:00.0,식육판매업,190114.1837,446343.4894,,,,,
3180000,3.18E+17,20200903,,1,영업/정상,0,정상,,,,,031-975-1022,6.3,,서울특별시 영등포구 영등포동7가 208 포레나 영등포 ,"서울특별시 영등포구 국회대로50길 20, 103동 1805호 (영등포동7가, 포레나 영등포)",7246,(주)마이하우스,2021-04-02 11:06,I,23:14.0,축산물유통전문판매업,,,축산물판매업,축산물유통전문판매업,0,L00,0
3230000,3.23E+17,20220915,,1,영업/정상,0,정상,,,,,,15.9,,서울특별시 송파구 문정동 150 올림픽훼밀리타운,"서울특별시 송파구 중대로 24, 지하1층 126호 (문정동, 올림픽훼밀리타운)",5834,한신선(han fresh),2022-09-15 17:18,I,07:00.0,식육판매업,210045.7483,442930.6873,,,,,
3180000,3.18E+17,20170214,,1,영업/정상,0,정상,,,,,,104,,서울특별시 영등포구 문래동1가 2-4 감리신학교 ,"서울특별시 영등포구 경인로96길 4-3, 감리신학교 1층 (문래동1가)",7363,큰집농산,2018-10-11 17:19,U,59:59.0,식용란수집판매업,191406.7995,445833.2436,축산물판매업,식용란수집판매업,0,0,0
3180000,3.18E+17,20050805,,1,영업/정상,0,정상,,,,,2636-6007,11.44,,서울특별시 영등포구 영등포동7가 43-8 303호,"서울특별시 영등포구 영중로 73, 303호 (영등포동7가)",,세림유통,2005-08-05 12:17,I,59:59.0,축산물수입판매업,191516.2133,446745.8442,축산물판매업,축산물수입판매업,0,0,0
3180000,3.18E+17,20040820,,1,영업/정상,0,정상,,,,,2634-3570,0,,서울특별시 영등포구 영등포동7가 29-36 ,서울특별시 영등포구 버드나루로11길 12 (영등포동7가),,한냉 강서상회,2009-04-23 16:20,I,59:59.0,축산물수입판매업,191796.6382,446937.6049,축산물판매업,축산물수입판매업,0,0,0
3160000,3.16E+17,20220915,,1,영업/정상,0,정상,,,,,,8.36,,서울특별시 구로구 고척동 253-15 제일빌딩 102호,"서울특별시 구로구 고척로 140, 제일빌딩 102호 (고척동)",8235,주식회사 우브라더스,2022-09-15 14:41,I,07:00.0,축산물유통전문판매업,186626.5899,444481.8359,,,,,
3180000,3.18E+17,20050416,,1,영업/정상,0,정상,,,,,782-8988,0,,서울특별시 영등포구 영등포동2가 94-314 207호,"서울특별시 영등포구 국회대로56길 33-1, 207호 (영등포동2가)",,J.CO FOOD,2005-05-24 17:08,I,59:59.0,축산물수입판매업,192041.8414,446686.869,축산물판매업,축산물수입판매업,0,0,0
3180000,3.18E+17,20050930,,1,영업/정상,0,정상,,,,,844-4766,11.76,,서울특별시 영등포구 대림동 967-1 41호,"서울특별시 영등포구 시흥대로185길 15, 41호 (대림동)",,대림닭집,2005-09-30 18:02,I,59:59.0,식육판매업,191692.3754,443290.5876,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20050930,,1,영업/정상,0,정상,,,,,2679-2620,18.8,,서울특별시 영등포구 영등포동5가 12-4 ,서울특별시 영등포구 영중로14길 21 (영등포동5가),,한마음 유통,2005-09-30 18:04,I,59:59.0,식육판매업,191774.3349,446419.5188,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20050930,,1,영업/정상,0,정상,,,,,,15.6,,서울특별시 영등포구 영등포동5가 166-1 ,서울특별시 영등포구 영중로24길 26 (영등포동5가),,황금닭집,2005-09-30 18:07,I,59:59.0,식육판매업,191801.7364,446624.8512,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20050204,,1,영업/정상,0,정상,,,,,844-9995,0,,서울특별시 영등포구 대림동 1075-59 ,서울특별시 영등포구 디지털로37나길 16 (대림동),,체리부로?하림 닭집,2005-02-04 12:11,I,59:59.0,식육판매업,191052.8242,443215.2637,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20050216,,1,영업/정상,0,정상,,,,,2630-1201,0,,서울특별시 영등포구 양평동4가 281 르네상스한강오피스텔 1308호,"서울특별시 영등포구 양평로12가길 14, 1308호 (양평동4가,르네상스한강오피스텔)",,(주)에이엠에프상역,2005-02-16 9:58,I,59:59.0,축산물수입판매업,191060.6883,448289.6179,축산물판매업,축산물수입판매업,0,L00,0
3180000,3.18E+17,20050219,,1,영업/정상,0,정상,,,,,2637-4843,0,,서울특별시 영등포구 영등포동2가 33-106 ,서울특별시 영등포구 영등포로45길 18 (영등포동2가),,미성상회,2008-06-04 11:09,I,59:59.0,식육판매업,191836.2985,446524.4803,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20181109,,1,영업/정상,0,정상,,,,,02-2138-6404,0,,서울특별시 영등포구 양평동2가 37-2 ,"서울특별시 영등포구 영등포로 21, 양평빌딩 304호 (양평동2가)",7275,주식회사 이피웍스,2018-11-09 16:47,I,37:13.0,우유류판매업,189682.0222,446823.8576,축산물판매업,우유류판매업,0,L00,0
3180000,3.18E+17,20181226,,1,영업/정상,0,정상,,,,,02-865-9696,0,,서울특별시 영등포구 영등포동8가 35-1 리마크빌 영등포 ,"서울특별시 영등포구 영중로 119, 리마크빌 영등포 1층 (영등포동8가)",7228,알파미트코리아,2018-12-26 17:26,I,20:30.0,식육판매업,191536.0371,447172.0534,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20181221,,1,영업/정상,0,정상,,,,,070-4710-1922,0,,서울특별시 영등포구 신길동 50-2 한독타워 ,"서울특별시 영등포구 영등포로 347, 한독타워 10층 (신길동)",7318,주식회사 얌샘,2018-12-21 17:51,I,20:25.0,축산물유통전문판매업,192654.9264,445917.0212,축산물판매업,축산물유통전문판매업,0,L00,0
3180000,3.18E+17,2004-08-16,,3,폐업,2,폐업,2023-06-20,,,,2631-5733,50.05,,서울특별시 영등포구 당산동5가 42 삼성아파트상가 106동 2호,"서울특별시 영등포구 당산로 214, 106동 2호 (당산동5가,삼성아파트상가)",,목우촌당산점,2023-06-21 16:32,U,03:00.0,식육판매업,191362.3768,447750.1927,,,,,
3180000,3.18E+17,20181116,,1,영업/정상,0,정상,,,,,,0,,서울특별시 영등포구 신길동 388-18 ,"서울특별시 영등포구 가마산로50길 15, 1층 (신길동)",7405,한솔미트,2018-11-16 17:18,I,36:51.0,식육판매업,191270.8151,444435.2111,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20210104,,1,영업/정상,0,정상,,,,,,7.36,,서울특별시 영등포구 양평동3가 55-1 경남아너스빌 ,"서울특별시 영등포구 선유로33길 30, 경남아너스빌 상가동 2층 (양평동3가)",7270,진성,2021-01-04 16:58,I,23:05.0,식육판매업,190060.4904,447225.5691,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20210122,,1,영업/정상,0,정상,,,,,02-6405-5003,40,,서울특별시 영등포구 신길동 3163 신길파크자이 ,"서울특별시 영등포구 신길로28길 25, B101, B102호 (신길동, 신길파크자이)",7389,에스마트,2021-01-25 11:46,U,40:00.0,식육판매업,192269.142,444551.1086,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20210122,,1,영업/정상,0,정상,,,,,,103.52,,서울특별시 영등포구 문래동1가 72-12 ,"서울특별시 영등포구 경인로 714, 301호 (문래동1가)",7371,금은동,2021-01-22 15:10,I,23:04.0,축산물유통전문판매업,190498.0274,445473.1363,축산물판매업,축산물유통전문판매업,0,0,0
3180000,3.18E+17,20201230,,1,영업/정상,0,정상,,,,,02-836-8884,64.32,,서울특별시 영등포구 신길동 4525 ,"서울특별시 영등포구 대방천로 192-1, 1층 (신길동)",7435,엘에이치시스템주식회사,2021-07-22 13:23,U,40:00.0,식육판매업,192177.4182,444079.5024,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20201125,,1,영업/정상,0,정상,,,,,02-844-0042,0,,서울특별시 영등포구 대림동 1072-11 ,"서울특별시 영등포구 디지털로37나길 22-1, 1층 (대림동)",7421,중앙정육점,2020-11-25 10:53,I,23:08.0,식육판매업,191106.3429,443265.5698,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20210106,,1,영업/정상,0,정상,,,,,02-2679-5550,2156.7,,서울특별시 영등포구 양평동2가 18 ,"서울특별시 영등포구 영등포로 24, 이레오피스텔에이 101호 (양평동2가)",7278,하누리마트,2021-01-06 15:19,I,23:04.0,식육판매업,189688.378,446743.3808,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20210106,,1,영업/정상,0,정상,,,,,1599-7798,3587.21,,서울특별시 영등포구 문래동6가 19 문래 SK V1 center ,"서울특별시 영등포구 선유로9길 10, 문래 SK V1 center 제1층 101, 102호 (문래동6가)",7281,마스터쿡 문래점,2021-01-06 17:32,I,23:04.0,축산물유통전문판매업,189959.044,446192.8843,축산물판매업,축산물유통전문판매업,0,L00,0
3180000,3.18E+17,20210125,,1,영업/정상,0,정상,,,,,,31.5,,서울특별시 영등포구 대림동 605-31 ,"서울특별시 영등포구 도신로8가길 2, 1층 (대림동)",7379,두원유통(목우촌),2021-01-25 13:25,I,23:03.0,식육판매업,190848.313,444696.4521,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20080305,,2,휴업,1,휴업,,20090501,20100430,,2677-6333,0,,서울특별시 영등포구 당산동4가 10-4 ,서울특별시 영등포구 영신로 237 (당산동4가),,대맛골,2009-05-01 13:57,I,59:59.0,식육판매업,191419.6577,447387.3778,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19710406,,3,폐업,2,폐업,20050816,,,,832 -3147,0,,서울특별시 영등포구 신길동     260-  3 ,,,화창,2005-08-16 15:03,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19710526,,3,폐업,2,폐업,20110325,,,,2633-0209,0,,서울특별시 영등포구 문래동2가      56-  1 ,,,문래슈퍼,2011-03-25 17:18,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19710813,,3,폐업,2,폐업,20020226,        ,        ,,833 -7778,0,,서울특별시 영등포구 신길동     137-  3    통   반                                              동     호,,,삼정                                    ,2003-04-18 11:13,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19710825,,3,폐업,2,폐업,20010514,        ,        ,,833 -2264,0,,서울특별시 영등포구 신길동    3407-  0    통   반                                              동     호,,,성일                                    ,2003-04-18 11:13,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19701118,,3,폐업,2,폐업,20000215,        ,        ,,817 -8390,0,,서울특별시 영등포구 신길동    2365-  0    통   반                                              동     호,,,영진정육점                              ,2003-04-18 11:13,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19701209,,3,폐업,2,폐업,20060118,,,,834 -3548,0,,서울특별시 영등포구 도림동     103-  1 ,,,대성,2006-01-18 15:29,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,2009-06-04,,1,영업/정상,0,정상,,,,,3468-0230,0,,서울특별시 영등포구 여의도동 13-13 NICE3사옥,"서울특별시 영등포구 국회대로74길 4, NICE3사옥 10층 (여의도동)",7238,한국피자헛 유한회사,2023-07-19 10:43,U,01:00.0,축산물유통전문판매업,192914.0207,447594.1208,,,,,
3180000,3.18E+17,2020-12-14,,1,영업/정상,0,정상,,,,,,0,,서울특별시 영등포구 양평동2가 19-6,서울특별시 영등포구 영등포로6길 6 (양평동2가),7278,해보자마트,2023-08-21 16:24,U,03:00.0,식육판매업,189683.3558,446719.4645,,,,,
3180000,3.18E+17,19710215,,3,폐업,2,폐업,20000512,        ,        ,,843 -1396,0,,서울특별시 영등포구 신길동     194- 30    통   반                                              동     호,,,영남정육점                              ,2003-04-18 11:13,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20060414,,3,폐업,2,폐업,20070702,,,,033-342-8657,0,,서울특별시 영등포구 영등포동7가 94-46 농협당산지점내 ,"서울특별시 영등포구 버드나루로 84 (영등포동7가,농협당산지점내)",,공근농업협동조합,2007-07-02 16:12,I,59:59.0,식육판매업,191921.7941,447058.0976,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20060414,,3,폐업,2,폐업,20070702,,,,03-3642-8657,0,,서울특별시 영등포구 여의도동 13-31 농협서여의도지점내 ,"서울특별시 영등포구 은행로 37 (여의도동,농협서여의도지점내)",,공근농업협동조합,2007-07-02 16:12,I,59:59.0,식육판매업,193089.3591,447463.3031,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20041110,,3,폐업,2,폐업,20050629,,,,842-1717,0,,서울특별시 영등포구 대림동 778-44 ,서울특별시 영등포구 가마산로 313 (대림동),,(주)참다람,2005-06-29 16:52,I,59:59.0,축산물수입판매업,190587.0173,444032.5064,축산물판매업,축산물수입판매업,0,L00,0
3180000,3.18E+17,20010116,,3,폐업,2,폐업,20020104,        ,        ,,845 -9042,60.9,,서울특별시 영등포구 대림동     894- 11    통   반                                              동     호,,,한성                                    ,2003-04-18 11:31,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20010117,,3,폐업,2,폐업,20081211,,,,679 -9249,42,,서울특별시 영등포구 문래동3가      15-  2 ,,,농민식품,2008-12-11 16:36,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20010315,,3,폐업,2,폐업,20011012,        ,        ,,842 -5001,37.5,,서울특별시 영등포구 대림동     909-  2    통   반                                              동     호,,,썬마트정육점1                           ,2003-04-18 11:32,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20010315,,3,폐업,2,폐업,20011012,        ,        ,,842 -5001,28.5,,서울특별시 영등포구 대림동     909-  2    통   반                                              동     호,,,썬마트정육점2                           ,2003-04-18 11:32,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20051026,,3,폐업,2,폐업,20140926,,,,847-2993,26.4,,서울특별시 영등포구 영등포동 618-271 ,서울특별시 영등포구 영신로19길 28 (영등포동),7366,대우홈마트정육,2014-09-26 17:42,I,59:59.0,식육판매업,191533.5194,445719.4741,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20051026,,3,폐업,2,폐업,20051124,,,,834-8211,0,,서울특별시 영등포구 신길동 3575 한국양봉농협 신풍지점 ,"서울특별시 영등포구 신풍로 33 (신길동,한국양봉농협 신풍지점)",,단산농업협동조합,2005-11-24 9:54,I,59:59.0,식육판매업,191965.8452,444248.1779,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20041122,,3,폐업,2,폐업,20061128,,,,,0,,서울특별시 영등포구 대림동 990-123 ,서울특별시 영등포구 대림로7길 13-1 (대림동),,안녕하세요 정육마트,2006-11-28 17:28,I,59:59.0,식육판매업,191407.6476,442964.0333,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20041129,,3,폐업,2,폐업,20050531,,,,,0,,서울특별시 영등포구 당산동3가 당산공원내 ,,,축산물정육직판장,2005-05-31 14:03,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20041215,,3,폐업,2,폐업,20110322,,,,2678-4677,0,,서울특별시 영등포구 양평동4가 8-3 대한빌딩1층 ,"서울특별시 영등포구 선유로45길 3 (양평동4가,대한빌딩1층)",,한우마을,2011-03-22 11:57,I,59:59.0,식육판매업,190704.9255,447985.4315,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19930116,,3,폐업,2,폐업,19981026,        ,        ,,-,0,,서울특별시 영등포구 신길동    4651-  6    통   반                                              동     호,,,경기유통직매장                          ,2003-04-18 11:21,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20100715,,3,폐업,2,폐업,20100820,,,,2165-8125,0,,서울특별시 영등포구 문래동3가 55-3 ,서울특별시 영등포구 당산로 42 (문래동3가),,삼성테스코홈플러스영등포점,2010-08-20 16:54,I,59:59.0,식육판매업,190729.5065,446227.075,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20100727,,3,폐업,2,폐업,20100728,,,,,0,,서울특별시 영등포구 당산동3가 385-1 영등포구청역 7번출구 일대 ,"서울특별시 영등포구 당산로 123 (당산동3가,영등포구청역 7번출구 일대)",,목면축산물정육직판장,2010-07-28 11:49,I,59:59.0,식육판매업,190733.0309,447118.9693,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20100817,,3,폐업,2,폐업,20120210,,,,832-1306,0,,서울특별시 영등포구 대림동 750-8 ,서울특별시 영등포구 도림로61길 17 (대림동),,진성정육점,2012-02-10 17:51,I,59:59.0,식육판매업,191259.3628,444018.2731,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20081203,,3,폐업,2,폐업,20090702,,,,2678-5256,22.9,,서울특별시 영등포구 당산동3가 270 우미빌딩 B-2호,,,먹고갈래 지고갈래,2009-07-02 18:06,I,59:59.0,식육판매업,190821.2067,447023.1853,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19991127,,3,폐업,2,폐업,20001019,        ,        ,,-,39,,서울특별시 영등포구 대림동     742- 22    통   반                                              동     호,,,서울우유대림동보급소                    ,2003-04-18 11:29,I,59:59.0,우유류판매업,,,축산물판매업,우유류판매업,0,0,0
3180000,3.18E+17,19991213,,3,폐업,2,폐업,20011030,        ,        ,,833 -8432,18.9,,서울특별시 영등포구 신길동     670-  0    통   반                                              동     호,,,황우나라                                ,2003-04-18 11:30,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19991217,,3,폐업,2,폐업,20001127,        ,        ,,-,44.85,,서울특별시 영등포구 여의도동      37-  0    통   반                                              동     호,,,거평D.S                                 ,2003-04-18 11:30,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19990824,,3,폐업,2,폐업,20040825,,,,782-8232,0,,서울특별시 영등포구 여의도동 36-2 ,서울특별시 영등포구 국제금융로6길 33 (여의도동),,호주식품(주),2004-08-25 10:17,I,59:59.0,축산물수입판매업,193469.5547,446508.0687,축산물판매업,축산물수입판매업,0,L00,0
3180000,3.18E+17,19970404,,3,폐업,2,폐업,19981215,        ,        ,,-,0,,서울특별시 영등포구 여의도동      41-  2    통   반                                              동     호,,,대교수입마트                            ,2003-04-18 11:25,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19970421,,3,폐업,2,폐업,20011022,        ,        ,,-,0,,서울특별시 영등포구 대림동     836-  5    통   반                                              동     호,,,대흥                                    ,2003-04-18 11:25,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19970509,,3,폐업,2,폐업,20001121,        ,        ,,843 -2553,0,,서울특별시 영등포구 신길동     459-  5    통   반                                              동     호,,,축협                                    ,2003-04-18 11:25,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,19970512,,3,폐업,2,폐업,19990826,        ,        ,,793 -0122,0,,서울특별시 영등포구 신길동     459-  5    통   반                                              동     호,,,그랜드마트                              ,2003-04-18 11:25,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20020710,,3,폐업,2,폐업,20020710,        ,        ,,332 -9372,0,,서울특별시 영등포구 당산동2가     164-  0    통   반                                              동     호,,,현대한우정육점                          ,2003-04-18 11:35,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20090526,,3,폐업,2,폐업,20090527,,,,041-942-8904,0,,서울특별시 영등포구 당산동3가 385-1 영등포구청역7번출구 일대 ,"서울특별시 영등포구 당산로 123 (당산동3가,영등포구청역7번출구 일대)",,목면축산물정육직판장,2009-05-27 10:20,I,59:59.0,식육판매업,190733.0309,447118.9693,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20090602,,3,폐업,2,폐업,20100218,,,,2678-0040,270,,서울특별시 영등포구 영등포동3가 6 영미빌딩1층 ,"서울특별시 영등포구 영등포로 216 (영등포동3가,영미빌딩1층)",,명품한한우마을,2010-02-18 13:01,I,59:59.0,식육판매업,191562.8944,446375.319,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20090610,,3,폐업,2,폐업,20150519,,,,,24.48,,서울특별시 영등포구 양평동3가 16 1층 ,"서울특별시 영등포구 양산로 43, 1층 (양평동3가)",7270,태양정육점,2015-05-19 8:16,I,59:59.0,식육판매업,190026.252,447067.2409,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20090612,,3,폐업,2,폐업,20100202,,,,845-5525,19.08,,서울특별시 영등포구 신길동 4362 ,,,보리네생고깃간,2010-02-02 17:30,I,59:59.0,식육판매업,192600.712,443962.4689,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20081028,,3,폐업,2,폐업,20081029,,,,,0,,서울특별시 영등포구 당산동3가 385-1 영등포구청역 7번출구 일대 ,"서울특별시 영등포구 당산로 123 (당산동3가,영등포구청역 7번출구 일대)",,목면축산물정육직판장,2008-10-29 9:49,I,59:59.0,식육판매업,190733.0309,447118.9693,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20081110,,3,폐업,2,폐업,20100430,,,,2635-1050,0,,서울특별시 영등포구 양평동1가 13-25 ,서울특별시 영등포구 문래북로 31 (양평동1가),,온정 정육점,2010-04-30 17:23,I,59:59.0,식육판매업,190099.9521,446583.4733,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20081119,,3,폐업,2,폐업,20130411,,,,2691-8592,14.85,,서울특별시 영등포구 양평동1가 9-34 ,서울특별시 영등포구 선유로 86 (양평동1가),,금관정육점,2013-04-11 20:09,I,59:59.0,식육판매업,190218.7028,446605.1865,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20081121,,3,폐업,2,폐업,20180109,,,,,33,,서울특별시 영등포구 대림동 744-6 ,,,남양우유 행복대리점,2018-01-09 17:37,I,59:59.0,우유류판매업,191083.7299,444038.2031,축산물판매업,우유류판매업,0,0,0
3180000,3.18E+17,20081125,,3,폐업,2,폐업,20090324,,,,2634-0177,0,,서울특별시 영등포구 당산동1가 9-1 코오롱 주상복합상가 3층 13호,"서울특별시 영등포구 영등포로28길 5, 13호 (당산동1가,코오롱 주상복합상가 3층)",,참 좋은 한우,2009-03-24 14:27,I,59:59.0,식육판매업,191024.652,446421.72,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20081125,,3,폐업,2,폐업,20081126,,,,,0,,서울특별시 영등포구 당산동3가 385-1 영등포구청역 7번출구 일대 ,"서울특별시 영등포구 당산로 123 (당산동3가,영등포구청역 7번출구 일대)",,목면축산물정육직판장,2008-11-26 9:28,I,59:59.0,식육판매업,190733.0309,447118.9693,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20081208,,3,폐업,2,폐업,20091102,,,,3667-6240,0,,서울특별시 영등포구 문래동4가 40 ,서울특별시 영등포구 경인로71길 50 (문래동4가),,허클베리팜스 힐그린 문래동지점,2009-11-02 14:07,I,59:59.0,식육판매업,190023.4894,445809.6669,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,19980713,,3,폐업,2,폐업,19990820,        ,        ,,848 -2328,0,,서울특별시 영등포구 대림동     906- 29    통   반                                              동     호,,,우리                                    ,2003-04-18 11:26,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20051102,,3,폐업,2,폐업,20051117,,,,342-8657,0,,서울특별시 영등포구 여의도동 13-31 농협서여의도지점 내 ,"서울특별시 영등포구 은행로 37 (여의도동,농협서여의도지점 내)",,공근농업협동조합,2005-11-17 11:30,I,59:59.0,식육판매업,193089.3591,447463.3031,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20051122,,3,폐업,2,폐업,20051125,,,,784-2177,0,,서울특별시 영등포구 여의도동 1 국회의원회관 ,"서울특별시 영등포구 의사당대로 1 (여의도동,국회의원회관)",,영농조합법인청용축산,2008-04-30 14:38,I,59:59.0,식육판매업,192450.9355,447649.4768,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20051128,,3,폐업,2,폐업,20081211,,,,2670-8022,13.3,,서울특별시 영등포구 영등포동 618-496 ,,,롯데백화점영등포점 (주)제이앤푸드,2008-12-11 16:54,I,59:59.0,식육판매업,191741.3458,445970.3076,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20040326,,3,폐업,2,폐업,20050531,,,,,0,,서울특별시 영등포구 당산동3가 385-1 당산공원내 ,"서울특별시 영등포구 당산로 123 (당산동3가,당산공원내)",,목면축산영농법인,2005-05-31 14:39,I,59:59.0,식육판매업,190733.0309,447118.9693,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20040414,,3,폐업,2,폐업,20101116,,,,841-9282,0,,"서울특별시 영등포구 신길동 2365 영진시장 A동 106, 156호","서울특별시 영등포구 신풍로 87, A동 106, 156호 (신길동,영진시장)",,제일닭유통,2010-11-16 9:07,I,59:59.0,식육판매업,192498.961,444244.6638,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20040426,,3,폐업,2,폐업,20040428,,,,,0,,서울특별시 영등포구 당산동3가 당산공원내 ,,,목면축산영농조합,2007-12-03 9:46,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20060414,,3,폐업,2,폐업,20070702,,,,033-342-8657,0,,서울특별시 영등포구 양평동4가 65-1 영등포농협 양평지점내 ,"서울특별시 영등포구 양평로 93 (양평동4가,영등포농협 양평지점내)",,공근농업협동조합,2007-07-02 16:11,I,59:59.0,식육판매업,190806.3663,448223.4956,축산물판매업,식육판매업,0,L00,0
3180000,3.18E+17,20081219,,3,폐업,2,폐업,20100525,,,,369-7077,7.4,,서울특별시 영등포구 여의도동 13-31 기계회관 B1 ,"서울특별시 영등포구 은행로 37 (여의도동,기계회관 B1)",,하누상,2010-05-25 18:24,I,59:59.0,식육판매업,193089.3591,447463.3031,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20090623,,3,폐업,2,폐업,20131121,,,,,52.79,,서울특별시 영등포구 여의도동 50 시범(아)7동지하26호 ,"서울특별시 영등포구 63로 45 (여의도동,시범(아)7동지하26호)",,여의도유통,2013-11-21 17:17,I,59:59.0,축산물유통전문판매업,194370.3272,446497.5239,축산물판매업,축산물유통전문판매업,0,0,0
3180000,3.18E+17,20090626,,3,폐업,2,폐업,20141014,,,,841-6644,0,,서울특별시 영등포구 신길동 234-5 1층 ,서울특별시 영등포구 신길로 159 (신길동),7387,신풍농축산마트,2014-10-14 18:12,I,59:59.0,식육판매업,192040.8099,444920.8855,축산물판매업,식육판매업,0,0,0
3180000,3.18E+17,20090630,,3,폐업,2,폐업,20090701,,,,,0,,서울특별시 영등포구 당산동3가 385-1 영등포구청7번출구일대 ,"서울특별시 영등포구 당산로 123 (당산동3가,영등포구청7번출구일대)",,목면축산정육직판장,2009-07-01 13:32,I,59:59.0,식육판매업,190733.0309,447118.9693,축산물판매업,식육판매업,0,L00,0
